BPM,SpO2,GSR,Temp,Nível de Estresse
70,99,17.31,36.45,58
62,96,34.39,36.21,29
106,93,39.04,36.82,72
98,95,22.58,37.06,90
103,93,43.16,37.36,72
59,99,34.14,36.93,31
102,96,25.56,37.97,100
93,90,32.31,36.1,67
96,92,33.07,37.08,79
102,92,16.62,36.96,100
95,90,26.11,37.62,100
62,95,23.74,38.42,80
86,98,26.04,37.28,72
73,97,40.44,38.47,60
51,96,29.3,36.76,36
63,99,47.61,36.08,2
59,97,21.75,36.41,46
84,95,26.63,36.99,72
74,98,41.48,36.79,32
52,92,31.84,36.24,33
66,99,31.88,37.08,43
61,99,12.13,36.85,65
103,98,25.94,36.31,72
73,93,20.83,36.74,72
78,96,49.97,38.22,48
92,98,22.33,36.76,75
74,91,45.38,37.78,55
109,91,37.05,37.53,92
114,98,23.64,37.07,95
77,92,31.74,36.6,58
65,98,43.62,36.92,24
96,94,45.33,37.48,63
107,95,16.42,36.88,100
76,91,23.58,36.54,71
102,97,23.41,36.29,76
91,98,11.68,38.2,100
108,91,33.93,37.1,90
96,95,44.19,37.56,63
83,95,25.26,37.23,76
86,97,39.6,38.18,68
55,99,35.11,37.37,33
56,94,25.03,37.2,57
74,98,15.64,38.31,94
82,90,38.37,37.8,75
104,98,44.18,36.28,45
107,99,37.43,36.44,58
56,96,10.72,37.97,86
106,93,18.65,38.09,100
61,92,12.78,37.36,86
65,99,32.82,37.39,45
92,95,40.26,37.58,66
56,90,14.42,37.1,79
100,92,43.53,37.7,76
81,91,32.22,36.27,58
57,98,37.6,38.4,49
94,92,48.86,37.88,66
108,91,13.35,37.58,100
53,93,46.05,36.79,19
116,91,15.04,36.4,100
78,90,25.72,37.02,79
78,95,44.06,37.65,51
77,99,46.25,37.58,37
93,97,30.25,36.96,69
53,99,33.76,37.53,36
58,99,38.33,38.03,41
54,91,43.31,36.07,17
105,98,14.86,37.13,100
99,92,42.4,37.9,80
64,97,29.25,37.37,53
81,97,28.02,37.63,73
77,92,26.96,37.29,76
71,92,30.37,38.48,84
66,95,47.8,36.14,13
108,90,31.93,37.23,96
106,93,48.13,36.23,50
75,90,17.21,36.4,80
74,92,38.97,36.96,51
59,98,42.49,36.39,13
94,94,37.17,38.41,87
60,94,34.28,38.37,64
102,93,32.59,36.84,79
117,92,44.44,37.6,86
77,94,42.87,37.33,49
114,93,14.89,38.04,100
98,97,43.94,37.57,62
96,93,26.56,36.0,70
101,97,20.15,37.91,100
103,95,44.79,37.87,73
109,94,27.28,37.27,97
106,93,42.33,38.26,89
96,93,20.54,38.27,100
80,93,10.16,37.31,100
95,98,29.82,37.52,78
75,93,14.01,38.49,100
54,98,40.18,36.75,18
101,99,21.04,36.81,83
103,95,27.75,36.46,77
82,99,13.48,38.24,100
99,96,21.47,37.86,100
87,99,41.26,36.26,33
76,92,16.06,38.45,100
64,97,35.89,37.83,50
110,92,46.7,38.13,85
70,90,37.19,36.12,42
95,99,42.44,37.26,53
118,94,14.36,37.75,100
55,91,20.03,37.36,72
87,99,45.78,37.67,47
111,95,38.6,38.04,91
111,99,35.58,36.94,71
95,98,36.55,38.12,76
62,90,26.57,36.41,55
52,93,11.78,36.68,68
55,90,41.38,36.11,23
57,90,37.15,36.91,43
93,97,28.91,36.95,71
82,91,45.99,38.01,64
99,90,23.45,37.63,100
60,97,21.77,37.09,57
77,93,44.91,37.63,52
119,92,41.88,36.13,70
90,93,30.6,36.45,66
65,94,15.23,37.57,84
117,90,18.6,37.6,100
97,90,36.25,37.94,92
105,92,25.4,37.01,97
113,95,43.46,37.81,82
108,90,48.0,37.71,80
111,91,42.23,38.41,99
60,96,25.1,36.54,46
67,90,41.55,37.38,51
68,96,24.06,37.5,68
104,93,16.68,38.5,100
75,99,11.34,36.5,72
55,95,25.43,37.31,55
53,97,46.14,36.87,12
78,98,19.56,37.31,76
108,95,18.26,36.58,97
66,98,48.79,36.12,5
92,93,11.0,37.43,100
115,95,41.43,36.84,72
83,97,22.85,36.45,64
57,98,11.5,36.81,64
62,92,46.71,36.12,17
57,91,15.59,38.38,95
114,95,32.07,37.45,94
92,93,20.96,38.04,100
88,90,12.61,37.06,100
108,97,12.0,38.26,100
93,98,14.62,37.21,94
58,98,12.85,37.43,72
86,91,40.42,37.23,64
85,98,29.42,37.83,75
77,96,23.72,37.42,75
91,94,26.73,36.68,74
92,96,47.16,36.36,36
91,98,46.43,37.52,49
115,97,38.63,37.22,78
104,95,45.39,36.24,48
97,93,22.79,36.99,92
71,90,25.24,37.29,78
76,95,34.55,38.07,69
116,92,34.95,36.19,79
62,95,29.27,36.87,48
94,95,26.03,38.06,97
59,93,49.45,37.62,31
58,91,42.84,36.72,31
103,98,27.4,38.11,97
76,91,39.09,37.23,58
83,92,20.78,37.25,89
50,99,14.01,38.44,77
81,90,24.1,38.37,100
116,96,26.12,36.9,95
69,90,10.66,36.35,84
84,98,42.59,36.81,39
66,90,24.37,36.08,57
67,94,33.22,36.05,36
94,96,12.96,36.99,98
102,92,17.0,38.35,100
117,98,45.59,38.18,81
114,97,34.35,37.28,84
50,92,48.01,37.41,25
107,94,49.95,36.01,42
75,96,24.87,36.54,58
69,93,21.95,36.06,57
59,94,44.33,37.89,40
108,92,49.94,36.36,52
90,98,35.19,38.17,75
54,99,41.81,37.61,26
114,98,41.27,36.57,61
66,96,24.21,36.39,50
71,99,32.97,37.57,52
90,91,43.32,38.25,78
117,96,37.52,37.8,92
118,96,10.85,36.87,100
60,94,23.47,37.47,66
105,98,15.78,36.78,95
100,92,19.32,38.5,100
70,93,46.22,37.87,48
75,90,11.48,37.54,100
68,95,18.79,37.06,72
109,93,22.38,37.55,100
96,90,34.68,36.85,77
75,91,31.36,36.07,52
89,92,18.73,36.99,93
54,98,16.57,38.33,77
70,97,19.47,37.57,76
53,96,30.1,36.21,28
72,93,20.85,38.21,93
64,90,47.9,36.67,29
57,97,28.55,36.61,37
90,93,12.35,36.74,98
68,92,39.17,37.44,53
95,98,23.15,37.36,85
77,99,36.14,37.23,47
117,93,21.18,37.79,100
64,93,32.83,36.79,47
86,98,40.89,37.96,60
50,91,47.12,36.44,13
116,94,20.45,37.96,100
73,93,23.39,37.66,82
76,98,28.57,37.71,67
89,94,47.09,37.2,50
112,98,46.06,37.67,69
110,98,13.6,36.2,94
85,91,15.28,38.13,100
73,98,29.82,36.14,39
73,92,14.26,36.37,78
53,93,23.82,37.44,62
116,90,15.94,37.85,100
83,90,35.44,36.19,56
106,90,47.98,38.3,87
98,98,49.87,38.43,64
102,97,25.01,37.51,92
72,94,33.96,37.2,56
118,94,44.25,37.85,87
102,98,14.7,36.82,95
111,92,37.58,37.23,86
90,92,26.35,38.29,100
106,96,18.25,38.39,100
109,98,26.11,38.32,100
103,95,13.04,36.66,100
119,91,37.82,36.58,85
106,90,20.11,36.74,100
59,91,22.46,37.1,68
89,90,14.84,36.79,100
56,99,44.59,36.94,13
87,99,29.74,37.55,70
110,98,32.89,37.91,91
52,99,32.78,37.84,42
100,97,26.42,38.04,96
96,96,17.7,36.08,79
117,92,39.81,36.12,71
87,97,15.08,37.97,100
85,91,14.15,37.33,100
90,91,38.41,37.45,74
118,99,18.35,36.13,90
62,92,22.27,36.64,61
107,96,29.01,37.6,94
99,90,27.97,38.15,100
79,97,38.34,38.29,66
111,96,34.94,37.25,83
74,93,35.78,37.36,59
76,94,38.56,38.08,66
100,99,21.7,37.34,89
106,90,22.89,37.29,100
96,93,27.52,38.26,100
88,90,22.3,37.97,100
65,90,49.4,38.27,51
71,99,42.56,36.55,23
103,90,16.59,37.31,100
70,96,10.22,38.11,100
65,96,11.71,36.28,66
108,93,19.76,37.99,100
80,91,14.57,36.46,87
91,92,31.33,38.02,92
81,97,44.32,37.53,47
108,97,39.47,36.48,60
83,95,18.62,37.18,86
58,99,25.97,37.7,55
60,98,30.32,37.58,50
59,98,42.41,37.07,23
66,93,43.56,38.25,55
117,90,46.39,37.3,83
97,90,30.37,37.26,91
101,99,37.77,36.16,48
74,94,14.47,38.31,100
70,91,32.61,36.44,51
114,95,19.95,37.32,100
112,96,27.27,38.01,100
100,90,35.36,36.54,75
85,95,20.28,37.32,87
115,97,12.09,36.6,100
64,94,10.41,37.9,96
88,96,10.89,37.41,100
119,99,10.33,38.14,100
50,95,14.41,38.24,81
72,93,19.58,37.62,86
88,96,18.85,37.81,97
106,99,49.47,37.37,53
83,98,22.24,36.96,71
90,99,15.1,37.62,95
62,99,31.82,38.27,57
119,96,44.32,37.04,72
55,94,37.12,36.79,32
101,96,21.84,36.97,90
52,92,32.46,37.09,45
112,91,38.59,36.18,72
98,94,39.12,37.25,70
96,93,36.66,37.24,74
104,94,44.83,37.47,70
113,97,44.8,36.91,62
114,93,33.16,37.53,98
116,98,27.19,38.2,100
64,96,35.66,38.39,61
81,99,42.73,37.46,44
117,96,10.23,36.11,100
67,97,49.68,38.42,41
92,95,17.32,37.76,100
84,97,28.81,36.84,62
107,92,44.88,36.37,59
82,99,19.0,36.36,64
63,99,29.07,36.42,35
83,90,15.3,36.11,85
110,95,25.8,38.26,100
53,90,17.09,37.35,77
108,98,24.55,37.75,99
78,91,24.94,38.07,94
55,91,49.73,37.98,37
98,96,49.79,38.21,64
89,91,14.59,38.42,100
114,99,39.04,37.1,71
118,97,12.07,38.38,100
76,95,11.21,37.81,100
55,96,14.21,36.18,53
62,96,48.62,37.7,30
113,95,47.63,37.72,74
111,99,17.76,38.26,100
68,98,16.47,36.93,67
92,98,19.62,37.46,90
69,96,30.62,36.03,37
117,98,32.79,36.83,80
93,99,18.86,36.16,70
72,92,40.26,37.3,52
51,92,22.38,38.04,73
71,90,46.89,36.52,34
106,94,36.27,37.32,82
56,93,27.45,36.51,45
105,91,41.6,36.3,64
116,98,42.72,37.28,71
65,92,21.62,36.2,58
100,97,23.59,37.47,92
61,95,47.44,36.08,8
102,94,16.59,36.27,92
54,90,11.69,37.37,86
76,93,28.16,37.48,74
61,92,42.05,36.07,22
66,90,40.87,37.43,53
55,94,46.78,38.1,37
54,95,31.33,37.81,53
106,91,14.0,36.33,100
77,92,33.55,37.48,69
118,95,41.14,37.68,87
108,93,13.73,36.09,100
82,98,16.91,38.14,96
111,94,10.49,38.27,100
99,93,33.75,38.13,94
68,91,45.47,38.06,55
118,95,36.83,37.86,97
115,99,49.28,37.58,63
96,91,12.52,37.7,100
88,96,46.12,38.02,59
117,92,42.56,37.66,90
82,98,22.57,36.82,68
62,94,48.94,36.94,22
103,97,21.52,38.24,100
56,95,45.57,36.04,7
63,99,45.23,37.75,30
68,97,40.31,38.39,55
103,92,32.54,37.77,96
69,92,14.8,38.48,100
78,94,31.28,37.72,73
73,99,24.27,36.09,45
112,92,41.69,38.07,94
106,97,40.33,36.71,60
57,99,46.42,37.12,14
111,97,10.59,36.78,100
78,91,42.36,36.67,46
66,93,47.54,37.08,31
115,99,41.57,36.95,65
55,90,15.21,37.58,84
107,93,13.25,38.03,100
118,93,10.83,36.74,100
77,99,35.15,36.53,38
111,98,35.19,37.67,85
90,92,49.48,37.68,58
118,91,25.92,38.25,100
90,98,23.28,36.04,61
98,98,34.98,38.13,81
98,90,43.02,37.3,73
52,95,47.47,37.55,23
59,99,42.12,36.23,9
84,97,27.07,37.08,68
51,92,35.4,36.57,32
73,98,44.25,36.64,25
87,91,29.62,37.26,82
71,95,18.67,38.03,89
75,90,16.79,37.86,100
92,96,10.01,37.48,100
104,92,38.73,37.35,81
88,96,14.44,37.07,92
78,93,19.75,38.43,100
69,98,21.92,37.4,67
90,94,32.42,36.63,64
103,92,25.92,36.58,88
69,97,36.99,37.53,48
68,95,12.23,37.31,85
115,91,14.96,36.02,100
79,92,29.97,38.08,85
102,97,23.48,37.76,98
83,99,21.83,37.65,80
71,96,12.68,36.17,68
116,99,45.83,36.91,59
55,95,37.67,38.34,52
76,90,14.86,38.16,100
59,98,12.6,36.71,63
97,92,48.99,36.39,45
119,94,37.25,37.12,88
108,96,26.7,36.89,87
108,96,38.07,37.71,82
51,92,40.25,38.42,52
78,93,41.2,36.91,48
117,99,29.12,36.16,74
114,96,27.2,38.24,100
75,97,10.44,36.09,71
59,91,47.06,38.38,50
102,98,34.13,37.66,79
108,96,18.13,38.35,100
71,97,46.78,36.5,20
100,95,46.6,36.1,41
97,95,49.57,37.22,51
70,98,44.96,37.13,29
71,93,49.91,36.83,28
79,94,19.79,38.39,100
74,98,43.69,38.06,48
77,90,42.92,37.65,62
114,93,19.24,36.41,100
94,96,13.94,37.84,100
117,98,49.18,37.82,71
56,99,21.84,37.06,49
98,95,44.84,38.31,75
58,97,10.17,36.42,63
85,98,10.84,36.67,85
50,99,28.63,36.16,21
59,93,19.55,37.99,81
85,90,37.59,37.55,74
95,97,32.62,36.79,64
81,91,13.1,36.41,89
81,90,16.51,36.1,81
55,96,25.52,36.42,39
97,99,17.42,37.13,90
87,98,41.69,36.62,40
66,98,26.64,36.65,46
76,92,13.74,38.19,100
103,95,29.37,37.29,87
99,96,13.63,37.82,100
84,99,15.16,36.09,67
74,98,19.58,36.91,67
77,91,44.38,37.2,50
64,97,46.98,36.47,13
53,96,43.05,36.3,10
76,93,23.36,38.18,92
75,91,20.9,38.35,100
68,97,31.97,36.2,35
66,94,38.87,36.87,39
92,95,49.73,38.4,64
90,96,15.26,36.21,80
91,99,11.97,37.61,100
99,90,37.77,38.43,98
89,97,43.29,38.45,68
88,93,43.85,37.18,56
72,98,37.14,36.41,31
101,90,48.16,36.51,56
96,91,30.44,38.22,100
112,95,46.55,38.28,83
118,99,48.71,37.52,66
92,90,43.89,37.92,76
97,93,22.39,37.85,100
83,97,17.85,37.65,90
89,99,31.92,38.07,76
110,94,28.12,37.71,100
99,98,45.11,37.34,55
116,95,14.0,36.59,100
111,90,20.31,37.86,100
107,95,40.07,37.18,73
82,95,13.8,36.74,85
65,95,22.83,38.0,77
97,97,25.49,37.74,91
59,95,34.9,38.34,59
87,94,16.33,36.41,83
68,91,44.42,37.62,50
85,93,27.9,36.61,69
108,99,46.68,38.26,72
112,94,28.71,36.25,82
95,99,21.0,37.64,91
52,93,15.67,37.98,81
114,91,10.15,36.89,100
57,96,31.29,38.39,62
100,99,14.29,38.13,100
55,99,25.67,36.74,38
88,91,33.57,36.02,58
109,90,21.03,36.74,100
77,94,17.01,36.7,78
103,90,40.99,38.22,94
86,90,47.87,38.42,73
58,90,14.02,36.18,68
105,95,16.22,37.18,100
108,98,48.4,37.37,58
51,99,11.51,36.23,49
110,90,49.11,36.94,68
107,94,10.19,36.79,100
109,98,44.95,37.34,63
89,98,22.29,37.65,86
85,90,47.54,37.76,63
86,97,22.68,36.34,65
67,90,36.17,38.03,69
112,97,13.2,37.7,100
71,90,19.69,38.22,100
60,94,40.95,37.12,35
107,97,31.15,38.23,98
106,95,47.12,38.16,76
53,98,27.15,37.1,42
56,90,44.79,36.95,31
110,98,27.96,38.33,100
103,90,49.17,37.79,75
117,99,48.39,38.32,77
50,99,23.17,37.99,57
104,92,45.44,37.52,73
52,90,43.9,36.29,20
87,92,18.43,36.73,88
50,91,34.97,38.42,61
87,91,12.91,36.8,100
78,98,43.47,36.23,24
54,97,16.98,37.77,70
70,90,12.83,37.84,100
116,93,26.01,36.71,98
96,90,33.08,36.74,78
84,90,44.2,37.17,58
117,93,48.97,36.05,54
118,91,27.58,37.97,100
50,92,12.42,36.79,69
117,98,39.96,38.13,89
61,91,32.61,38.01,67
109,93,27.92,37.65,100
76,90,22.37,36.81,79
105,91,30.1,37.29,96
72,94,23.55,37.11,70
74,99,40.28,36.85,33
70,90,31.76,38.12,80
110,96,45.07,37.21,66
112,93,31.74,38.08,100
101,95,19.53,36.26,85
74,97,44.04,36.35,24
104,95,32.29,38.44,100
95,91,18.27,37.47,100
81,90,34.94,37.27,71
104,97,24.31,37.31,92
54,97,43.78,36.54,11
85,98,28.13,37.8,76
98,95,39.06,36.21,52
107,90,13.82,37.43,100
88,98,25.84,37.43,77
110,92,49.33,38.29,84
58,95,42.34,37.32,32
55,99,16.4,36.34,46
84,99,21.11,37.43,79
88,98,23.19,36.23,63
71,92,36.01,36.51,46
90,94,40.28,36.08,44
54,94,39.98,37.28,34
91,99,30.39,36.21,52
116,96,42.43,37.17,74
79,93,27.48,38.33,90
106,93,14.96,37.8,100
78,96,32.58,36.19,44
86,98,48.09,36.56,29
62,93,41.72,37.68,46
81,93,33.15,38.24,82
95,95,35.87,36.08,53
72,95,47.22,38.03,47
94,96,27.13,37.4,83
66,90,23.26,37.37,78
115,92,49.09,38.39,90
55,98,44.54,37.87,29
67,95,22.92,38.13,81
71,95,28.55,36.88,57
82,94,26.6,37.39,78
79,92,15.96,37.54,98
81,94,48.31,36.8,36
91,90,26.17,37.43,94
59,92,45.01,36.59,24
85,93,17.57,36.36,81
83,94,31.91,36.93,64
77,99,10.96,37.85,94
60,98,40.57,38.29,45
88,93,33.24,37.14,71
96,92,35.02,37.61,84
68,99,12.07,36.26,62
64,90,18.44,38.26,97
77,99,12.97,37.42,85
73,95,21.56,37.95,85
58,96,35.1,37.99,51
96,99,32.65,36.64,59
82,97,34.49,37.32,59
111,90,31.97,38.4,100
68,93,20.92,36.22,60
116,94,19.78,37.71,100
89,91,15.48,38.41,100
96,90,43.96,36.75,62
114,97,34.66,38.15,97
78,95,17.46,38.33,100
99,94,17.09,37.87,100
62,98,44.92,36.58,14
50,91,39.71,36.84,30
83,99,36.38,36.09,35
97,97,26.27,38.08,95
97,99,20.48,38.12,100
98,98,49.18,37.58,52
113,90,41.89,36.88,80
110,96,22.07,36.19,85
78,97,43.9,37.88,50
88,92,40.36,37.82,73
75,93,21.88,38.28,95
66,92,27.06,37.83,75
62,96,17.44,38.07,82
118,98,14.44,37.86,100
75,92,38.91,37.58,61
98,95,20.7,37.07,93
116,97,42.8,38.26,88
56,95,49.82,37.63,24
107,91,13.06,37.0,100
98,96,28.92,36.21,66
102,91,42.08,36.73,67
114,91,41.56,37.36,87
111,91,40.4,36.69,76
66,90,23.96,36.55,65
92,90,28.15,37.32,91
74,96,33.8,36.42,42
52,94,48.96,38.0,30
78,92,23.1,37.21,81
81,90,46.93,37.43,55
75,99,20.77,36.37,56
65,95,49.56,36.81,19
74,90,36.81,37.03,59
103,98,28.54,38.02,93
77,91,34.54,37.93,76
105,90,20.9,36.56,100
114,96,20.97,37.54,100
90,95,14.54,36.61,89
100,95,14.56,38.47,100
78,94,23.91,38.38,94
68,93,40.51,37.41,48
115,93,34.32,37.75,100
90,92,14.1,38.0,100
94,99,44.09,37.8,58
64,97,34.05,37.75,52
52,96,48.43,38.4,32
60,98,36.81,37.49,39
102,90,17.01,37.59,100
95,96,28.95,38.12,92
79,99,35.94,37.67,56
106,93,11.13,37.83,100
67,96,10.6,36.59,74
100,90,15.18,36.93,100
97,94,20.07,36.37,85
115,92,27.18,37.26,100
57,94,29.5,37.14,50
71,93,15.52,38.49,100
55,91,36.94,37.53,49
106,93,33.85,37.97,97
85,92,21.78,36.84,83
106,90,10.55,38.08,100
98,99,13.11,37.54,100
94,97,25.67,37.74,88
115,94,16.16,36.74,100
94,93,25.07,37.37,92
69,99,35.13,37.59,48
113,94,31.89,37.47,96
116,93,19.25,38.29,100
52,92,23.75,38.25,75
103,94,34.56,38.43,98
113,93,44.43,37.67,82
89,90,40.13,38.43,87
108,92,32.14,38.08,100
104,99,24.49,36.68,78
111,99,24.6,37.07,89
53,97,45.18,36.6,9
109,96,11.57,36.01,98
79,91,49.52,36.47,33
51,90,36.58,36.01,26
111,92,37.25,37.8,95
98,94,11.52,37.06,100
58,99,34.22,36.78,28
80,90,29.39,37.9,88
110,92,14.23,38.08,100
97,92,21.12,38.44,100
74,94,45.61,37.61,46
85,92,32.0,37.15,73
57,98,26.54,36.76,41
107,90,12.91,36.56,100
94,93,38.56,36.53,59
111,99,38.11,37.02,68
88,99,34.56,38.48,77
107,93,30.41,36.0,74
113,90,27.35,36.49,96
93,91,33.73,36.47,68
78,90,19.34,37.79,100
108,95,47.65,36.88,58
58,92,33.55,37.14,49
55,96,22.45,36.37,43
78,94,27.99,37.01,67
107,98,42.23,36.26,50
66,96,16.46,37.33,76
65,93,21.71,36.24,57
52,94,37.18,37.98,47
70,94,22.62,37.42,75
113,94,41.7,37.81,86
85,99,15.22,37.05,82
111,98,40.51,36.95,66
91,99,12.73,36.25,79
91,92,10.5,37.31,100
110,95,45.93,37.29,68
62,97,33.25,37.17,43
60,98,24.07,37.85,63
103,96,19.3,38.08,100
65,92,34.68,37.88,64
57,90,30.36,36.36,45
108,93,49.66,37.56,69
106,95,49.33,36.2,43
89,92,35.4,37.74,80
108,90,27.71,36.95,99
51,95,29.65,36.33,31
59,90,37.3,38.16,63
93,98,14.06,37.54,100
60,90,23.13,36.89,66
51,95,13.01,36.08,52
99,90,12.93,37.34,100
61,96,17.83,38.31,84
72,92,29.41,37.49,71
67,95,41.39,38.43,57
111,96,29.42,36.34,77
111,90,23.42,37.42,100
87,90,13.29,38.0,100
116,94,32.01,37.31,96
87,95,20.85,36.23,71
116,98,34.6,37.46,86
110,90,49.09,37.53,77
50,93,14.45,37.82,79
94,99,18.49,37.9,98
77,97,28.92,37.93,73
70,99,48.74,37.66,29
62,98,40.87,36.54,20
76,92,45.93,37.01,43
56,91,23.35,37.94,76
71,93,49.68,38.38,52
102,91,14.11,36.2,100
53,90,12.12,37.34,84
72,92,44.22,36.78,38
119,96,47.09,36.56,61
82,90,13.62,37.26,100
77,91,14.54,37.52,100
57,90,11.33,36.02,68
50,97,14.18,37.95,73
86,94,18.38,38.05,100
112,97,48.8,38.41,78
71,92,36.71,36.45,44
119,96,41.14,37.49,83
70,97,41.05,37.07,36
84,95,31.4,36.84,62
54,96,41.9,37.41,29
109,91,33.83,37.96,100
95,97,22.58,36.06,68
99,94,32.44,38.42,98
97,96,31.34,38.02,88
55,90,42.94,37.88,47
105,94,49.27,37.9,70
108,90,26.44,36.97,100
78,97,40.54,37.88,55
67,93,13.99,36.97,81
51,93,41.07,38.25,46
57,91,24.86,36.44,52
103,94,11.58,36.73,100
87,90,24.53,37.38,93
97,98,34.43,36.8,61
76,94,14.77,37.06,86
69,95,46.96,37.23,33
61,91,13.11,38.14,99
92,99,47.2,37.31,44
110,99,38.29,36.91,66
80,90,23.19,36.62,78
110,93,25.63,37.02,98
116,96,39.63,37.29,80
84,95,34.06,37.87,74
64,99,36.87,36.3,22
65,90,25.57,36.55,61
62,90,29.51,36.95,59
84,97,49.59,36.9,32
108,93,18.56,36.98,100
70,94,26.71,37.98,77
103,96,21.67,36.81,90
79,97,40.6,37.25,47
97,99,40.56,37.56,62
84,96,21.7,36.58,71
87,91,13.26,37.8,100
80,93,10.46,37.37,100
73,99,27.1,37.12,56
98,90,26.41,38.02,100
81,99,49.54,36.61,21
104,98,28.79,38.21,97
107,92,20.26,37.4,100
52,92,45.65,37.52,31
118,99,29.64,38.19,100
59,98,33.97,38.04,50
74,99,13.83,37.5,83
117,92,25.32,37.88,100
110,97,47.77,37.08,58
78,91,33.58,37.37,70
68,92,23.78,36.16,57
92,91,35.03,36.22,62
115,90,46.42,38.07,93
110,91,20.96,36.15,96
92,97,30.2,36.42,60
74,98,48.35,37.99,40
69,91,16.9,36.0,67
97,96,38.79,36.71,58
73,94,34.58,37.46,60
60,92,37.19,37.49,50
104,98,24.05,37.94,100
77,95,22.56,37.26,76
118,90,37.37,37.27,97
112,94,18.62,37.81,100
108,96,26.79,37.25,92
54,93,17.53,37.52,73
100,97,10.33,38.24,100
70,99,48.8,37.0,19
61,94,27.27,36.96,54
99,98,48.77,36.01,30
53,98,15.61,37.53,65
91,98,33.49,36.07,47
87,90,18.04,37.26,100
74,91,41.6,38.01,64
63,92,41.35,37.37,44
81,93,14.5,36.67,87
60,99,46.48,37.97,29
110,98,17.79,36.67,95
67,99,34.52,37.83,51
76,95,49.43,37.53,39
104,90,45.3,36.42,61
103,98,48.26,38.26,67
70,95,23.7,36.5,57
93,93,14.22,38.47,100
54,93,17.53,36.02,51
90,92,30.02,36.66,72
108,96,41.73,36.5,59
103,92,16.01,36.03,94
71,91,36.39,37.83,67
114,99,22.94,37.73,100
113,97,23.65,37.98,100
53,93,36.48,36.64,31
114,97,28.68,37.11,90
64,90,42.48,37.65,52
71,94,16.24,37.1,80
96,98,41.6,37.74,64
95,90,12.57,37.58,100
63,93,17.76,36.29,62
99,95,36.25,37.95,84
69,99,44.2,37.8,37
99,97,20.11,37.64,99
82,92,23.09,36.39,72
108,94,31.48,36.67,81
92,96,18.46,36.98,88
61,90,42.45,36.7,35
89,96,40.95,36.57,46
69,97,15.81,38.01,87
87,97,28.55,37.6,76
52,98,40.99,37.41,25
77,95,23.49,36.56,64
105,95,35.32,38.3,95
62,91,12.01,36.48,76
115,92,34.35,37.99,100
86,93,16.11,38.42,100
98,93,43.22,37.82,74
115,97,24.22,38.48,100
85,90,21.26,37.63,100
103,99,43.64,36.54,47
75,93,12.01,36.51,83
89,93,25.86,36.81,78
92,90,24.8,36.02,76
71,92,21.39,37.7,86
69,94,46.47,36.67,27
57,95,40.04,38.04,46
78,98,12.56,36.9,81
89,98,38.59,37.2,55
79,98,31.09,38.41,76
104,90,46.03,36.61,63
65,98,22.52,37.8,69
95,97,32.97,37.89,80
111,91,30.03,36.55,90
56,90,29.58,37.25,59
94,90,28.24,36.88,85
108,95,18.23,37.93,100
105,98,40.23,37.56,71
97,96,28.05,37.19,81
76,94,48.34,37.95,49
102,91,20.43,36.59,97
84,90,37.31,37.88,79
100,91,47.63,38.16,79
86,90,36.54,38.2,86
106,92,44.85,37.96,82
57,95,43.1,37.02,26
69,97,24.4,38.45,81
102,92,34.0,36.95,80
61,99,16.25,37.6,70
98,98,31.42,36.4,61
66,99,19.22,38.45,82
113,94,39.75,37.76,89
91,96,31.12,37.88,82
78,97,26.45,36.16,51
68,92,20.75,37.91,87
60,91,49.95,37.94,40
99,91,12.87,37.68,100
107,94,11.74,36.73,100
83,90,18.69,37.22,96
69,91,48.84,36.28,24
99,98,49.17,37.18,47
59,96,36.2,36.61,30
81,95,45.2,36.87,40
101,98,18.56,36.41,83
64,96,48.88,36.58,14
52,94,15.71,36.19,52
86,98,14.05,38.3,100
89,95,14.49,37.33,99
89,95,32.93,36.99,66
105,93,41.24,37.34,76
72,90,24.67,37.57,84
60,94,49.12,38.3,40
113,98,27.38,36.45,80
57,97,16.02,36.74,58
105,97,28.64,38.44,100
109,94,37.16,36.93,77
59,98,43.29,36.06,7
88,92,28.35,36.37,69
77,92,33.74,36.07,47
98,90,20.69,38.47,100
85,98,35.84,36.7,48
62,95,49.44,38.31,40
85,91,11.96,38.49,100
75,97,45.46,37.5,40
53,98,32.49,36.08,18
113,98,20.08,36.2,87
87,91,48.2,37.2,53
71,91,29.33,37.02,66
51,96,23.27,37.52,56
80,93,17.26,37.1,88
60,90,19.78,38.34,93
95,97,43.31,37.34,57
111,91,34.58,37.73,100
118,92,46.53,38.24,94
113,94,19.28,36.37,98
59,92,14.85,36.57,69
89,96,10.24,36.27,87
73,96,30.31,36.35,46
93,91,49.93,37.28,56
109,96,37.8,36.8,70
111,95,22.34,37.06,100
66,99,45.07,38.46,44
114,98,41.27,36.39,59
106,98,10.62,37.35,100
104,91,42.67,36.25,60
102,96,22.02,36.8,88
105,94,15.99,37.32,100
58,95,19.05,38.37,83
71,90,28.74,36.98,68
62,96,26.99,36.16,39
97,95,21.56,36.97,89
67,93,16.89,36.36,67
89,90,40.49,36.57,59
66,98,49.6,37.55,25
64,93,41.11,36.17,26
64,91,21.84,37.16,73
112,97,19.79,37.52,100
88,91,18.71,37.05,96
62,94,15.47,36.05,59
81,95,32.05,38.46,83
58,97,34.22,36.92,34
89,90,38.22,37.95,83
69,90,37.21,36.81,51
112,93,21.69,37.19,100
